,SMA,Month_,Date_,Day_,Post,Post Format,Impressions,Click-Through-Rate,Retweets/Shares,Likes,Video Views,Link Clicks,Detail Expands,Hashtag Clicks,User Profile Clicks,Media Engagements,Total Engagements,Engagements,Follows,Replies,Post/Tweet Length,Account
200,Facebook,April,2020-04-07,Tuesday,"The Intelligent Industry, including #softwareengineering, is increasingly remote and it’s global. Check out some insights on how engineering leaders can adapt and adjust to this new world: https://bit.ly/3dZ0ba6  #RemoteWork #EngineeringLeadership #Product #Leadership #Engineering #COVID19 #Management",Video,34,0.0294,,,8.0,1,,,,,9,1.0,,,302.0,Twitter
201,Twitter,April,2020-04-08,Wednesday,"Lohika pioneered the way to manage remote engineering teams to help high-growth companies like Okta get their products to market faster. https://t.co/w8QR0Wy7yo

#SoftwareEngineering #Product #WhatWeDo #HowWeDoIt #EngineeringTalent
#EngineeringTeams #RemoteWorkWork https://t.co/hcoa4swEms",Article,289,0.0011,931.0,0.0,1.0,1,1.0,1.0,0.0,3.0,1,5.0,4.0,,,LinkedIn
202,LinkedIn,August,2020-04-08,Tuesday,"As a team lead, manager, or senior executive on a software team, how do you help, nurture, or grow the team to become more effective? 
 
 Edmond Lau highlights some interesting key points on how spreading the same best practices and tools, can help make people effective engineers and help your team grow. 
 
 #engineeringleadership #management #engineeringteams #growth #engineeringexcellence",Article,788,0.0064,0.0,56.0,0.0,5,,,,,68,,,7.0,393.0,Twitter
203,Twitter,April,2020-04-09,Thursday,"A great culture makes your #startup unique! Find out more on how we attract the best and brightest #engineers and provide them the opportunity to work remotely with the most exciting start-ups on the planet. https://t.co/Ys5mNgbo4k

#VPEngineering #EngineeringMangement #Leaders https://t.co/GM0Knu9eyo",Image,302,0.0,1088.0,2.0,2.0,47,0.0,0.0,0.0,0.0,3,54.0,7.0,,,LinkedIn
204,LinkedIn,September,2020-04-09,Friday,"Lena Reinhard, VP of Product Engineering at CircleCI pinpoints on the reasons why leaders need to focus on communication, expectations, and trust to help teams avoid burnout during uncertain times and why as a leader, you need to take care of yourself as well. 
 
 #leadership #engineeringleadership #engineeringmanagers #remoteteams #collaboration #growth",Article,667,0.009,1.0,24.0,,6,,,,,33,,,2.0,356.0,Twitter
205,Facebook,April,2020-04-09,Thursday,"Client success story:  Creator is imagining new culinary possibilities. The finest and freshest burger ingredients, assembled by robots! ??  Learn about them on their website: https://www.creator.rest/ - and look for their ""Burger Creator"" app in the App Store. #freshestburgerever",Image,46,0.0217,,,0.0,1,,,,,1,1.0,,,281.0,Twitter
206,Facebook,April,2020-04-09,Thursday,A great culture makes your startup unique! Find out more on how we attract the best and brightest engineers and provide them the opportunity to work remotely with the most exciting start-ups on the planet. https://www.lohika.com/how-we-do-it  #Startup #VPEngineering #EngineeringMangement #Leadership #Engineering #EngineeringTeams,Video,25,0.04,,,8.0,1,,,,,9,1.0,,,331.0,Twitter
207,Twitter,April,2020-04-10,Friday,"If you need guidance on transitioning, operating, and managing remotely â€” here are some great tips from @cmccarrick, an engineering leader whoâ€™s been managing teams for 20 years. https://t.co/gC2elTm7kR

#Engineering #Leadership #Engineers #EngineeringManagement #RemoteWork https://t.co/fqIaAcLBAk",Article,302,0.0022,899.0,0.0,2.0,4,2.0,0.0,0.0,0.0,4,14.0,10.0,,,LinkedIn
208,Facebook,April,2020-04-13,Monday,"Our client (Creator) offers drastically less human contact with your food.  You can order through DoorDash, Caviar, GrubHub, and Uber Eats, Monday-Friday, 11am-8pm PT.  Learn about the Creator Transfer Chamber ??",Article,37,0.0,,,0.0,0,,,,,0,0.0,,,212.0,Facebook
209,Twitter,April,2020-04-14,Tuesday,"Onboarding new clients 100% remotely? Irena Stetska shares an inside look at working with high-profile #technology companies that grew to become household names and how we are accomplishing this during the #COVID19 pandemic. https://t.co/YXesz6hi4M

#RemoteWork #EngineeringTeams https://t.co/1zsruDbWTo",Article,303,0.0,1068.0,1.0,3.0,5,0.0,0.0,0.0,2.0,5,15.0,10.0,,,LinkedIn
210,LinkedIn,April,2020-04-14,Tuesday,"Onboarding new clients 100% remotely? Irena Stetska shares an inside look at working with high-profile technology companies that grew to become household names and how we at Lohika are accomplishing this during the #COVID19 pandemic. https://bit.ly/2xg96DG

#RemoteWork #EngineeringTeams #EngineeringMangement #Leadership #Engineering",Article,1044,0.0374,0.0,19.0,0.0,39,,,,,58,,,,334.0,Twitter
211,Facebook,April,2020-04-14,Tuesday,Onboarding new clients 100% remotely? Irena Stetska shares an inside look at working with high-profile technology companies that grew to become household names and how we at Lohika are accomplishing this during the #COVID19 pandemic. https://bit.ly/2xg96DG  #RemoteWork #EngineeringTeams #EngineeringMangement #Leadership #Engineering,Article,53,0.0377,,,0.0,2,,,,,5,5.0,,,334.0,Twitter
212,Twitter,April,2020-04-15,Wednesday,02q4,Video,4,0.0,892.0,1.0,1.0,30,0.0,0.0,0.0,1.0,0,32.0,2.0,,,LinkedIn
213,LinkedIn,April,2020-04-15,Wednesday,"The bigger the challenge, the more we thrive! Find out more on how we can help you develop advanced and disruptive products and platforms. http://bit.ly/2TRiZQJ

#LohikaModel #Lohika #WhatWeDo #HowWeDoIt #Engineering #Leadership #EngineeringTeams #ProductDevelopment #Startup",Video,1344,0.0082,0.0,11.0,312.0,11,,,,,334,,,,275.0,Twitter
214,Facebook,April,2020-04-15,Wednesday,"The bigger the challenge, the more we thrive! Find out more on how we can help you develop advanced and disruptive products and platforms. http://bit.ly/2TRiZQJ  #LohikaModel #Lohika #WhatWeDo #HowWeDoIt #Engineering #Leadership #EngineeringTeams #ProductDevelopment #Startup",Video,44,0.0227,,,10.0,1,,,,,11,1.0,,,275.0,Twitter
215,Twitter,April,2020-04-17,Friday,"It's through deliberate systems and practices around communication, coordination, collaboration, organization, operations, and #culture. @katie_womers and @buritica shares insightful highlights on how thoughtful systems make for happy, efficient teams. https://t.co/vzkf9mTI9N",Article,276,0.0,830.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0,3.0,3.0,,,LinkedIn
216,LinkedIn,April,2020-04-17,Friday,"Remote teamwork doesn’t happen by accident. It's through deliberate systems and practices around communication, coordination, collaboration, organization, operations, and culture. Katie Womersley and Juan Pablo Buriticá shares insightful highlights on how thoughtful systems make for happy, efficient teams. 

#Engineering #DistributedTeams #EngineeringTeams #RemoteWork #EngineeringLeadership #Engineers",Article,633,0.0126,1.0,7.0,0.0,8,,,,,16,,,,404.0,Twitter
217,Twitter,April,2020-04-20,Monday,"When Prysm needed a partner to help with collaboration software, they called Lohika. The results? https://t.co/9Qco9FNitm #Startup #VPEngineering #EngineeringMangement #Leadership #Engineering #SoftwareDevelopment #EngineeringTeams https://t.co/fKpuEZTHiT",Graphic,256,0.0,949.0,0.0,2.0,0,0.0,0.0,0.0,1.0,0,5.0,5.0,,,LinkedIn
218,Facebook,April,2020-04-20,Monday,"When Prysm needed a partner to help with collaboration software, they called Lohika. The results? https://bit.ly/3ccaFBe  #Startup #VPEngineering #EngineeringMangement #Leadership #Engineering #SoftwareDevelopment #EngineeringTeams",Graphic,38,0.0,,,0.0,0,,,,,0,0.0,,,231.0,Facebook
219,LinkedIn,April,2020-04-20,Monday,"When Prysm needed a partner to help with collaboration software, they called Lohika. The results? https://bit.ly/3ccaFBe

#Startup #VPEngineering #EngineeringMangement #Leadership #Engineering #SoftwareDevelopment #EngineeringTeams",Graphic,1108,0.0144,1.0,7.0,0.0,16,,,,,24,,,,231.0,Twitter
220,Twitter,April,2020-04-22,Wednesday,"It is an engineerâ€™s dream to operate at #AWS scale and performance. And it looks like you donâ€™t have to do anything special: AWS will do the magic for your application to scale.

Our very own Serhii Titienok shares some interesting highlights. https://t.co/eaL8WeUQyf

#AWSLambda https://t.co/tZniFzb834",Article,307,0.0019,1034.0,2.0,2.0,0,2.0,0.0,0.0,3.0,0,6.0,6.0,,,LinkedIn
221,LinkedIn,April,2020-04-22,Wednesday,"It is an engineer’s dream to operate at AWS scale and performance. And it looks like you don’t have to do anything special: AWS will do the magic for your application to scale.

Our very own Serhii Titienok shares interesting highlights on key lessons learned from building a low-latency system based on AWS Lambda. https://bit.ly/2zlMylu

#AWS #Serverless #AWSLambda #Engineers #Scaling #EngineeringTeams #WhatWeDo #HowWeDoIt",Article,1046,0.0191,1.0,8.0,0.0,20,,,,,29,,,,426.0,Twitter
222,Twitter,April,2020-04-24,Friday,"Fill in the blank! Birthdayâ€™s are GREAT ðŸŽˆðŸŽ‰ðŸŽŠ The more you have, the more youâ€¦

Today we celebrate our very own Aaron Wall in a virtual office birthday bash!!! Many you have many more. https://t.co/iR15jbKzi8",Image,219,0.0,478.0,1.0,4.0,16,0.0,3.0,0.0,0.0,16,40.0,24.0,,,LinkedIn
223,Twitter,April,2020-04-24,Friday,"Leading through crisis requires composure, #strategy, and great #communication. Here are some practical, actionable strategies you can implement today that will help you successfully manage a #remote team in the weeks or months to come https://t.co/CS8hklKvFl

#RemoteWork",Article,272,0.0,387.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0,1.0,1.0,,,LinkedIn
224,LinkedIn,April,2020-04-24,Friday,"Leading through crisis requires composure, strategy, and great communication. Most managers across the world are being asked to execute on leading their teams remotely due to the impact of COVID-19. 

Here are some practical, actionable strategies you can implement today that will help you successfully manage a remote team in the weeks or months to come according to LeAnne Lagasse 

#Leadership #Management #RemoteWork #LeadershipDevelopment #Engineering",Article,431,0.0116,0.0,4.0,0.0,5,,,,,9,,,,457.0,Twitter
225,LinkedIn,April,2020-04-24,Friday,"Today we celebrate our very own Aaron Wall in our virtual office birthday bash!!! May you have many more ??????

With Cindy-Anne Lewis Mikael Carlsson Tom Scopazzi Irena Stetska Dora Chan Thelema Dietler Tracy Chmelauskas Inna Haddad Taras Matyashovsky Igor Melnyk

#RemoteWorking #ProudtoBelong #BirthdayCelebration",Image,1361,0.0441,0.0,20.0,0.0,60,,,,,80,,,,316.0,Twitter
226,Facebook,April,2020-04-24,Friday,"Fill in the blank! Birthday’s are GREAT ?????? The more you have, the more you…?  Today we celebrate our very own Aaron Wall in a virtual office birthday bash!!! Many you have many more.",Image,46,0.087,,,0.0,4,,,,,6,6.0,,,186.0,Twitter
227,LinkedIn,April,2020-04-25,Saturday,"Happy birthday, Aaron Wall! ?????? 

#BirthdayCelebration #RemoteWorking #inthistogether #wearestrongertogether #ProudtoBelong",Image,917,0.0338,0.0,10.0,0.0,31,,,,,41,,,,126.0,Twitter
228,Twitter,April,2020-04-27,Monday,"Our clients are driven to develop the most disruptive and impressive products and services. Lohika shares this passion; itâ€™s what we were built for. Letâ€™s talk about how we can help you scale your #engineering organization. https://t.co/aLYvyezPSb

#WhatWeDo #HowWeDoIt https://t.co/4T5HQ6jT6G",Video,297,0.0,513.0,2.0,2.0,39,0.0,1.0,0.0,0.0,0,45.0,6.0,,,LinkedIn
229,Facebook,April,2020-04-27,Monday,Our clients are driven to develop the most disruptive and impressive products and services. Lohika shares this passion; it’s what we were built for. Let’s talk about how we can help you scale your engineering organization. https://bit.ly/3aBnZhi  #Engineering #WhatWeDo #HowWeDoIt #EngineeringTeams #Scaling #Growth #EngineeringLeadership,Video,28,0.0,,,12.0,0,,,,,12,0.0,,,338.0,Facebook
230,LinkedIn,April,2020-04-27,Monday,"Our clients are driven to develop the most disruptive and impressive products and services. Lohika shares this passion; it’s what we were built for. Let’s talk about how we can help you scale your engineering organization. https://bit.ly/3aBnZhi

#Engineering #WhatWeDo #HowWeDoIt #EngineeringTeams #Scaling #Growth #EngineeringLeadership",Video,1239,0.0129,1.0,7.0,326.0,16,,,,,350,,,,338.0,Twitter
231,Facebook,April,2020-04-28,Tuesday,"Brilliant insight from the best in the industry, including our very own executive Cindy-Anne Lewis on marketing during the COVID-19 crisis https://www.linkedin.com/pulse/senior-marketing-execs-share-advice-amid-coronavirus-pandemic-paras/",Article,40,0.05,,,0.0,2,,,,,3,3.0,,,238.0,Twitter
232,Twitter,April,2020-04-29,Wednesday,"Brilliant insight from the best in the industry, including our very own executive @Cindyanne27 on marketing during the COVID-19 Crisis https://t.co/tx3tdnqJiz https://t.co/2xvELAy0cu",Article,182,0.0,201.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0,2.0,2.0,,,LinkedIn
233,Facebook,April,2020-04-29,Wednesday,"Working closely with our sister company frog design, we've been building 100% remote collaboration expertise to implement tools, systems and processes for maintaining the quality of collaborations, services and work experiences in a remote world.   Cristina Crespo shares some interesting tools and strategies that will help any agile product delivery team adapt to the current remote work environment while maintaining cohesion, productivity and purpose. https://bit.ly/3eO7HFj",Article,33,0.0,,,0.0,0,,,,,0,0.0,,,478.0,Facebook
234,Twitter,April,2020-04-29,Wednesday,"Cristina Crespo, Associate Director of Product @frogdesign highlights some interesting tools and strategies that will help any #agile #product delivery team adapt to the current #remotework environment while maintaining cohesion, productivity and purpose. https://t.co/3ksbyhJf3i",Article,279,0.0058,348.0,1.0,1.0,0,2.0,4.0,0.0,2.0,0,9.0,9.0,,,LinkedIn
235,LinkedIn,April,2020-04-29,Wednesday,"Working closely with our sister company frog, we've been building 100% remote collaboration expertise to implement tools, systems and processes for maintaining the quality of collaborations, services and work experiences in a remote world. 

Cristina Crespo shares some interesting tools and strategies that will help any agile product delivery team adapt to the current remote work environment while maintaining cohesion, productivity and purpose. https://bit.ly/3eO7HFj

#Collaboration #EngineeringTeams #RemoteWorkWork #Leadership #Productdelivery #ProductDevelopment #Remote #COVID19",Article,682,0.0117,1.0,8.0,0.0,8,,,,,17,,,,587.0,Twitter
236,LinkedIn,April,2020-04-29,Wednesday,"Brilliant insight from the best in the industry, including our very own executive Cindy-Anne Lewis on marketing during the COVID-19 crisis",Article,418,0.0144,1.0,11.0,0.0,6,,,,,18,,,,138.0,Twitter
237,Twitter,May,2020-05-01,Friday,"We collaborate closely with our clientsâ€™ engineering organizations to transform them from bottlenecks to growth drivers: https://t.co/RJpsqoISKU

#Engineering #WhatWeDo #HowWeDoIt #EngineeringTeams #Scaling #Growth #EngineeringLeadership https://t.co/ud9jlJ02HN",Graphic,263,0.0,853.0,0.0,0.0,0,0.0,4.0,0.0,1.0,0,3.0,3.0,,,LinkedIn
238,Facebook,May,2020-05-01,Friday,We collaborate closely with our clients’ engineering organizations to transform them from bottlenecks to growth drivers: https://bit.ly/3cUxrOj,Graphic,53,0.0,0.0,0.0,0.0,0,,,,,0,0.0,,,143.0,Facebook
239,Twitter,May,2020-05-04,Monday,"See how Twillio scaled its engineering structure and anchored the organizationâ€™s growth from 3 to 2,300 by focusing on small teams. https://t.co/itM1e1Wvas 

#EngineeringTeams #EngineeringLeadership #ProductDevelopment #Scaling #EngineeringStructure #Growth",Article,259,0.003,6112.0,4.0,11.0,0,18.0,0.0,0.0,3.0,0,674.0,674.0,,,Facebook
